Date,ID_actor,Time,Event,ID_attending1,ID_attending2,ID_attending3,ID_attending4,ID_attending5,ID_attending6,ID_attending7,ID_attending8,ID_attending9,ID_Attending10
,,,,,,,,,,,,,
08.08.18,Amg,07:24:52,acms,,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Amg,07:24:56,ach,,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Amg,07:24:58,acms,,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Amg,07:25:00,acms,Aara,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:25:32,ach,Amg,Ness,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:25:41,ach,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:25:46,sch,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:07,acms,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:09,gr,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:12,gr,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:14,gr,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:16,acmt,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:18,acmt,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:24,ach,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:37,g,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:44,ach,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Aara,07:26:45,acmt,Ness,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Mal,07:28:12,gop,,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Yuko,07:30:51,acms,,,,,,,,,,
,,,,,,,,,,,,,
08.08.18,Yuko,07:30:54,scmt,,,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Amg,06:38:09,eop,Yeni,,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Amg,06:38:40,acmt,,,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Amg,06:38:44,acms,,,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Amg,06:40:47,g,Yeni,Amur,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Mhao,06:41:05,g,,,,,,,,,,
,,,,,,,,,,,,,
13.08.18,Mhao,06:41:07,scmt,,,,,,,,,,
