Date,ID_actor,Time,Event,ID_attending1,ID_attending2,ID_attending3,ID_attending4,ID_attending5,ID_attending6,ID_attending7,ID_attending8,ID_attending9,ID_Attending10,ID_Attending11
,,,,,,,,,,,,,,
13.07.18,Umt,07:20:47,epm,Pru,Pye,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:20:47,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:20:52,epm,Pru,Pye,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:20:55,ach,Pru,Pye,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:20:57,scms,Pru,Pye,Reva,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:20:57,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:00,epm,Pru,Pye,Reva,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:01,gopr,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:04,scms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:07,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:09,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:10,epm,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:11,acmt,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:12,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:15,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:17,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:17,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:19,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:20,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:21,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:22,scms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:24,epm,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:21:25,epm,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:27,eph,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:36,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:21:44,acmt,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:47,ach,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:50,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:21:51,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:22:05,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:22:06,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:22:08,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:22:36,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:23:00,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:23:06,epm,Pro,Roma,Rioj,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Umt,07:23:07,acms,Pro,Roma,Rioj,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:25:06,epm,Bela,Pru,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:25:33,sch,Bela,Pru,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pro,07:25:37,epm,Bela,Pru,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:13,acmt,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:15,scms,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:18,epm,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:20,sch,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:21,epm,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:34,gr,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:35,acmt,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:38,scms,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:39,epm,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:41,epm,Raba,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:28:55,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:29:15,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:29:35,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:29:38,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:29:39,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:29:41,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:30:35,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:30:43,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:30:47,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:30:55,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:31:33,acmt,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Cus,07:31:33,eop,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:31:36,acmt,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:31:38,acmt,Cus,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:31:40,sch,Cus,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:31:40,epm,Cus,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:32:19,acms ,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:32:25,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Pru,07:32:30,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Xala,07:37:49,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Xala,07:38:43,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Xala,07:39:26,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
13.07.18,Xala,07:39:46,eop,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:29,acmt,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:31,scmt,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:34,epm,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:36,scms,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:38,epm,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:58,gr,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:33:58,acms,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:33:59,acmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:34:00,scmt,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:34:01,epm,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:01,scmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:34:02,sch,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:03,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:05,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:34:06,epm,Pro,Umt,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:07,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:09,gr,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:11,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:13,acms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:17,scms,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:18,epm,Umt,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:19,acms,Umt,Pro,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:34:30,g,Pro,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:36,acmt,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:38,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:39,scmt,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:40,epm,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:41,epm,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:34:42,eop,Pro,Gran,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:43,scms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:44,epm,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:47,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:50,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:52,eph,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:34:57,ach,Pro,Gran,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:58,eph,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:34:59,scmt,Pro,Gran,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:34:59,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:03,scms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:35:04,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:35:05,epm,Pro,Gran,Pru,Bela,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:35:07,scms,Bela,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:09,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:35:10,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Umt,06:35:11,epm,Bela,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:12,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:13,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:22,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:23,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:24,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:25,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:27,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:29,acmt,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:30,scms,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:31,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:35:32,acms,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:32,ach,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:32,acmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:33,epm,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:33,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:35:34,scms,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:34,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:35,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:35:36,epm,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:36,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:37,epm,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:35:40,acms,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:49,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:50,scmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:51,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:53,acms,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:54,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:56,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:35:57,sch,Gran,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:35:59,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:03,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:05,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:06,gr,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:08,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:09,acmt,Guat,Umt,Bela,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:10,acmt,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:10,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:12,acms,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:12,scmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:13,scms,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:13,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:14,epm,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:15,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:16,scms,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:16,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gran,06:36:18,epm,Guat,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:19,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:36:20,epm,Gran,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:21,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:36:22,acms,Gran,Umt,Bela,Gene,Twe,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:22,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:23,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:26,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:27,acms,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:28,sch,Pru,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:28,epm,Pru,Twe,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:35,eph,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:37,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:39,acmt,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:36:40,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:42,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:36:43,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:43,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:45,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:36:47,acms,Gran,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:36:48,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:36:52,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:52,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:52,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:36:53,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:53,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:55,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:36:56,acmt,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:57,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:36:58,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:36:58,acms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:36:59,scms,Twe,Umt,Xian,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:36:59,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:37:01,epm,Twe,Umt,Xian,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:04,acmt,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:05,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:05,scms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:06,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:06,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:08,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:10,acmt,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:12,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:12,scms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:37:14,scms,Pro,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:14,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:15,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:16,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:16,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:17,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:19,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:20,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:21,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:21,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:22,eph,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:23,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:37:24,eph,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:25,scmt,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:26,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:27,scms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:27,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:30,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:32,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Guat,06:37:34,eph,Twe,Umt,Twe,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:35,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:37,sch,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:37,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:39,eph,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:39,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:40,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:41,scmt,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:43,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:46,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:46,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:50,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:51,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:53,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:54,acms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:37:57,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:37:59,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:00,scms,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:01,epm,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:01,scms,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:01,epm,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:38:02,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:03,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:04,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:07,scms,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:07,epm,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:07,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:09,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:09,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:38:10,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:10,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:11,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:38:12,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:13,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:13,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:15,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pru,06:38:15,gr,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:38:15,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:15,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Pro,06:38:16,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:17,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:19,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:19,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:20,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:38:21,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:22,eop,Guat,Umt,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:38:23,acms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:25,eop,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:38:25,scms,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:38:26,epm,,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:33,scms,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:34,epm,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:35,scms,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:38,epm,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:38:40,acms,Umt,Guat,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:39:04,scms,Umt,Gene,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:39:04,scmt,Pro,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:39:05,scmt,Pro,,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Twe,06:39:06,epm,Umt,Gene,,,,,,,,,
,,,,,,,,,,,,,,
21.07.18,Gaya,06:39:06,epm,Pro,,,,,,,,,,
,,,,,,,,,,,,,,
